Obs.	statenum	casenum	accdate	acctime	speeding	alcres	drugres1	
46129	4	274	04302015	1822	0	0	0	
46130	12	1157	06182015	0230	0	120	407	
46131	17	571	08272015	1946	1	121	997	
46132	31	218	12302015	0714	0	0	0	
46133	37	286	04112015	2319	1	0	0	
46134	6	1943	06062015	0250	1	996	0	
46135	26	699	10172015	2030	0	70	0	
46136	37	1254	12232015	1908	0	0	0	
46137	45	478	07252015	1550	1	996	0	
46138	9	176	10032015	2211	1	123	600	
46139	12	1217	06282015	0443	0	51	1	
46140	13	1192	11292015	1929	0	0	1	
46141	42	277	05192015	2034	1	996	0	
46142	50	44	11252015	0014	1	135	167	
46143	21	260	06142015	1930	0	60	605	
46144	29	448	07162015	2331	0	996	0	
46145	29	758	11172015	0052	1	996	0	
46146	34	127	03072015	0002	1	996	0	
46147	12	22	01042015	0953	0	996	0	
46148	18	765	12282015	1239	1	0	1	
46149	27	246	09082015	0641	0	263	0	
46150	48	978	05132015	1343	0	996	0	
46151	51	343	07212015	2314	0	27	605	
46152	6	1504	07162015	1730	0	0	337	
46153	8	440	03192015	1648	0	0	0	
46154	42	767	12202015	0241	0	0	1	
46155	48	390	01252015	0639	0	0	605	
46156	48	896	05012015	0650	0	0	1	
46157	48	1390	06202015	2138	0	0	1	
46158	51	92	03072015	2225	1	996	0	
46159	9	44	01182015	0758	0	0	1	
46160	26	660	10022015	1502	0	0	1	
46161	37	1016	10282015	2237	0	.	0	
46162	48	1596	07182015	0754	0	996	0	
46163	55	297	08192015	1710	0	0	0	
46164	6	2830	11172015	1740	0	110	1	
46165	39	606	08282015	0139	0	996	0	
46166	13	101	02012015	1435	0	0	0	
46167	51	74	03012015	0715	0	996	0	
46168	12	134	01262015	0929	0	995	95	
46169	8	484	12052015	0332	0	996	0	
46170	48	1723	07292015	0013	0	167	605	
46171	18	253	05122015	0817	0	996	0	
46172	4	419	06262015	2038	0	0	0	
46173	18	4	01032015	0320	1	140	603	
46174	25	14	02052015	1939	0	996	0	
46175	39	315	05062015	1616	0	996	0	
46176	6	1977	04052015	1411	0	0	.	
46177	8	50	02192015	1443	1	0	0	
46178	12	2019	10112015	0246	0	995	95	
46179	45	108	02122015	1115	0	996	0	
46180	48	228	02012015	2320	0	996	0	
46181	6	2373	11222015	0232	1	996	0	
46182	26	514	08082015	9999	0	86	0	
46183	28	517	11262015	0213	0	996	0	
46184	12	1359	07182015	2205	0	996	0	
46185	39	948	12072015	1508	0	0	1	
46186	47	878	12252015	0855	0	0	.	
46187	21	410	08252015	1110	1	996	0	
46188	22	702	04292015	2245	0	995	95	
46189	34	21	01102015	0204	0	70	1	
46190	47	298	05222015	1120	0	0	996	
46191	36	673	09182015	0235	0	995	95	
46192	24	172	06112015	0900	0	0	1	
46193	17	733	10092015	1437	0	0	999	
46194	36	131	02282015	0240	1	160	1	
46195	42	958	12082015	2230	1	996	0	
46196	21	178	04212015	0019	0	88	.	
46197	31	199	12032015	9999	0	0	1	
46198	48	755	04132015	1616	1	.	.	
46199	51	97	03052015	2059	0	996	0	
46200	51	204	05072015	2301	0	996	0	
46201	6	534	03152015	1430	1	0	1	
46202	6	2458	07052015	0245	0	380	155	
46203	6	2586	10052015	1506	1	.	.	
46204	13	226	03092015	1934	0	0	0	
46205	6	2797	06212015	2215	0	996	0	
46206	34	175	06212015	2136	0	996	0	
46207	18	342	06292015	1330	1	0	0	
46208	9	161	11062015	1706	0	0	1	
46209	13	463	05132015	1903	0	0	401	
46210	39	46	01282015	1042	0	0	1	
46211	4	678	11072015	1910	1	996	0	
46212	20	66	02052015	1350	0	0	1	
46213	53	301	08232015	2047	1	180	605	
46214	6	886	04282015	2008	0	.	.	
46215	27	295	10132015	1802	0	996	0	
46216	37	577	06282015	2258	1	240	0	
46217	42	42	01242015	1726	0	996	0	
46218	48	2702	11092015	0332	1	.	0	
46219	4	734	11162015	0656	1	996	0	
46220	6	1140	07042015	1930	1	996	0	
46221	6	1954	11242015	1645	1	996	0	
46222	22	152	04032015	0517	1	996	0	
46223	32	101	06032015	0510	0	0	600	
46224	48	483	03152015	1141	0	996	0	
46225	18	672	08302015	0104	0	140	695	
46226	40	122	04082015	1904	0	996	0	
46227	41	177	07102015	2123	1	996	0	
46228	2	51	10272015	0945	0	191	167	
46229	4	555	08192015	1400	1	0	1	
46230	4	697	11212015	0037	0	996	0	
46231	12	24	01042015	0120	0	0	1	
46232	12	149	01292015	0823	0	995	95	
46233	39	612	08082015	1436	0	996	0	
46234	6	2735	12292015	0208	0	.	.	
46235	48	1734	05282015	2033	0	996	0	
46236	4	300	05222015	2058	1	0	1	
46237	6	739	03052015	1444	1	0	155	
46238	6	2158	08032015	1614	1	996	0	
46239	15	31	05092015	1932	0	996	0	
46240	53	94	03312015	0935	0	0	395	
46241	12	141	01282015	1814	0	70	1	
46242	12	240	02222015	0214	0	145	600	
46243	13	1054	10242015	0020	0	183	1	
46244	32	295	10192015	1305	1	0	1	
46245	41	45	02252015	1635	1	0	1	
46246	48	978	05132015	1343	0	0	402	
46247	48	3192	11172015	1733	0	0	.	
46248	53	194	06272015	1709	0	996	0	
46249	1	188	04252015	1250	0	0	600	
46250	1	627	11062015	1355	0	996	0	
46251	5	129	04142015	2104	0	996	0	
46252	18	168	04112015	2153	0	230	998	
46253	38	52	06272015	0125	0	295	1	
46254	1	395	07182015	1245	0	996	0	
46255	6	807	04152015	1630	0	996	0	
46256	15	18	03182015	0147	1	999	999	
46257	19	160	08062015	1255	0	995	95	
46258	31	113	07102015	1350	0	996	0	
46259	36	170	02202015	0754	0	996	0	
46260	51	712	12302015	0410	0	996	0	
46261	39	1049	10052015	1519	0	3	0	
46262	12	2439	11222015	1009	0	260	1	
46263	29	115	03052015	1306	1	0	1	
46264	30	203	12292015	1300	1	0	996	
46265	48	3162	12262015	2114	0	70	1	
46266	6	1789	09092015	1214	1	0	1	
46267	6	2880	12052015	0515	1	.	.	
46268	17	839	12032015	1702	0	117	337	
46269	21	232	05232015	2242	0	996	0	
46270	25	47	05032015	0756	0	.	.	
46271	30	45	05282015	2127	0	996	0	
46272	53	303	08252015	2054	0	996	0	
46273	13	1281	12192015	2025	0	996	0	
46274	17	451	07122015	2312	1	0	1	
46275	56	104	10032015	0425	0	996	0	
46276	12	472	03262015	2133	0	996	0	
46277	11	22	12112015	1703	0	995	95	
46278	22	292	06232015	1110	0	0	.	
46279	11	9	06102015	1705	0	995	95	
46280	48	1881	08032015	1620	0	996	0	
46281	12	649	03172015	2040	0	0	695	
46282	4	443	07242015	2336	1	996	0	
46283	6	706	04302015	1938	1	0	695	
46284	6	1021	05272015	1630	0	996	0	
46285	12	1348	07022015	0443	0	996	0	
46286	12	2253	11182015	1704	0	996	0	
46287	23	6	01242015	0244	0	222	0	
46288	29	416	08032015	1430	0	0	0	
46289	53	177	04132015	1012	0	996	0	
46290	40	309	07102015	1909	0	996	401	
46291	41	274	10042015	1638	1	996	0	
46292	12	252	02252015	1827	0	0	695	
46293	10	101	11082015	2210	1	996	0	
46294	12	1399	07212015	2230	0	996	0	
46295	4	793	11282015	2122	0	996	0	
46296	5	104	03262015	0450	0	996	0	
46297	6	747	05222015	1120	1	996	0	
46298	36	445	06112015	1420	0	995	95	
46299	29	375	06272015	1705	0	996	0	
46300	42	44	01232015	0812	0	995	95	
46301	49	55	04162015	2301	0	260	605	
46302	28	97	03152015	0315	0	999	999	
46303	39	394	06212015	2251	0	996	0	
46304	48	917	05032015	0645	1	996	0	
46305	4	212	04012015	1920	0	996	0	
46306	6	666	03312015	0947	0	0	1	
46307	9	258	07012015	0203	1	.	.	
46308	18	150	04072015	1919	0	0	1	
46309	48	54	01102015	0145	0	996	0	
46310	6	1870	07012015	2245	0	996	0	
46311	12	2491	11272015	1421	0	996	0	
46312	15	59	09042015	1220	0	999	999	
46313	17	705	10142015	1059	1	999	999	
46314	39	1046	12022015	0132	0	212	1	
46315	12	2093	10302015	1127	1	0	600	
46316	21	229	05262015	1700	1	996	0	
46317	6	1092	06132015	2120	0	996	0	
46318	12	901	05102015	2330	0	996	0	
46319	13	922	09202015	2110	0	293	603	
46320	17	768	11172015	0923	0	0	1	
46321	26	192	05032015	1439	0	0	1	
46322	39	1066	12102015	0856	1	0	996	
46323	26	203	01252015	0005	0	996	0	
46324	42	297	05242015	2052	0	210	998	
46325	45	322	05252015	0800	1	996	0	
46326	46	103	11222015	1235	0	996	0	
46327	48	1760	04192015	0216	0	996	0	
46328	48	157	01262015	0230	0	0	1	
46329	17	298	04122015	1427	0	35	232	
46330	42	650	08082015	1314	1	997	997	
46331	51	704	11102015	0207	1	356	605	
46332	8	312	08212015	1755	0	0	1	
46333	6	1574	10022015	0950	0	0	0	
46334	8	159	05092015	1355	1	996	0	
46335	12	1179	06292015	2124	0	996	0	
46336	12	2524	12112015	2147	0	180	1	
46337	16	37	04192015	1745	0	996	0	
46338	26	664	10102015	0145	1	132	177	
46339	32	21	01052015	1620	1	15	151	
46340	34	253	07122015	1640	1	996	0	
46341	37	1122	11132015	1842	0	996	0	
46342	4	24	01252015	0102	1	996	0	
46343	26	675	10122015	0150	1	144	1	
46344	29	825	07172015	1240	0	996	0	
46345	49	89	06042015	1534	0	0	417	
46346	12	1685	09272015	1620	0	995	95	
46347	21	618	09192015	2223	0	996	0	
46348	41	404	11282015	1554	0	193	0	
46349	55	423	10092015	1453	0	996	0	
46350	42	520	07012015	0233	1	0	321	
46351	9	197	06292015	0955	0	999	999	
46352	1	239	05092015	1855	0	996	0	
46353	16	47	05082015	1457	0	996	0	
46354	26	56	02142015	0410	0	130	997	
46355	48	751	04122015	0228	0	0	0	
46356	5	248	07172015	2348	0	229	1	
46357	6	2567	12052015	0208	1	996	0	
46358	16	180	12142015	2114	1	996	0	
46359	36	696	09222015	1439	0	995	95	
46360	45	316	04052015	0015	0	143	407	
46361	47	317	05282015	9999	0	0	1	
46362	47	109	03022015	1159	0	0	1	
46363	39	396	06182015	0531	0	996	0	
46364	41	397	12292015	0020	0	205	1	
46365	22	284	06102015	0704	0	0	95	
46366	35	266	12282015	1544	0	996	0	
46367	37	96	02042015	0757	1	0	0	
46368	48	203	01252015	2200	0	210	999	
46369	48	2107	09052015	2215	0	0	695	
46370	13	1323	12282015	1955	1	996	0	
46371	40	257	07042015	2230	1	140	0	
46372	42	864	10102015	2125	0	996	0	
46373	8	347	09062015	1752	0	996	0	
46374	12	1196	06162015	1504	0	996	0	
46375	32	137	09262015	1856	1	203	1	
46376	48	1094	05102015	2347	0	996	0	
46377	51	11	01062015	1145	0	996	0	
46378	6	2673	11182015	2214	1	996	0	
46379	27	28	02132015	1439	0	0	0	
46380	37	181	03062015	1250	0	0	0	
46381	13	131	02102015	2129	0	996	0	
46382	21	102	03082015	1029	0	0	1	
46383	28	273	07082015	0032	1	17	417	
46384	13	532	06032015	1408	0	0	1	
46385	21	301	06262015	1357	0	.	1	
46386	23	108	10212015	1140	1	0	0	
46387	36	903	11272015	1915	0	995	95	
46388	37	414	05282015	1606	1	0	0	
46389	29	49	02042015	1455	1	0	0	
46390	42	48	01162015	2140	1	0	1	
46391	1	202	04232015	2057	0	0	1	
46392	22	649	12162015	1600	1	0	605	
46393	32	43	03302015	0929	1	0	1	
46394	36	247	04302015	1745	0	996	0	
46395	53	217	07042015	0446	0	996	0	
46396	45	666	10112015	2315	0	0	1	
46397	12	2653	12202015	2030	0	996	0	
46398	26	56	02142015	0410	0	996	0	
46399	22	479	09212015	0935	0	0	308	
46400	35	141	08252015	1417	0	997	997	
46401	36	581	08232015	0042	1	37	95	
46402	34	65	03142015	1926	0	0	1	
46403	5	422	11122015	1422	1	0	417	
46404	51	395	08142015	2159	1	0	1	
46405	5	346	09182015	1355	1	276	0	
46406	4	692	11162015	1718	0	213	.	
46407	27	128	05262015	1421	0	0	401	
46408	35	214	11132015	2232	0	30	1	
46409	31	48	03262015	9999	0	0	0	
46410	37	461	05212015	1736	1	996	0	
46411	25	249	07212015	1601	1	995	95	
46412	29	2	01042015	1250	1	0	1	
46413	6	614	03312015	1525	0	0	1	
46414	10	97	12172015	1215	0	0	1	
46415	26	537	08222015	0409	0	184	605	
46416	22	509	10122015	9999	1	140	.	
46417	26	744	11112015	1757	0	997	997	
46418	48	1421	06272015	0452	1	.	.	
46419	48	2570	10262015	1922	0	72	0	
46420	4	257	04112015	2344	0	999	999	
46421	36	844	10212015	0500	0	995	95	
46422	42	1027	11052015	1921	1	996	0	
46423	12	462	03112015	0956	0	996	0	
46424	18	516	09122015	1015	0	0	605	
46425	27	202	07272015	2154	0	0	0	
46426	37	1119	11302015	2140	0	996	0	
46427	40	331	06032015	2126	0	996	0	
46428	13	1186	11282015	2021	0	0	300	
46429	12	560	04132015	1315	0	0	300	
46430	48	1089	05052015	1828	0	996	0	
46431	36	195	04212015	1352	1	996	0	
46432	9	153	10302015	0801	0	996	0	
46433	18	178	04142015	0750	0	0	1	
46434	26	625	09212015	1947	0	996	0	
46435	39	173	03232015	1655	0	996	0	
46436	40	95	03242015	1409	0	996	0	
46437	47	501	08072015	2232	0	0	187	
46438	5	115	04032015	2035	0	0	1	
46439	12	1702	09052015	1125	0	0	0	
46440	13	105	02022015	0032	1	0	0	
46441	13	1052	10242015	0004	0	996	0	
46442	17	15	01152015	0125	0	155	1	
46443	27	303	10192015	1923	0	0	401	
46444	53	179	05202015	1912	0	996	0	
46445	12	523	04022015	1345	0	996	0	
46446	51	468	09212015	0711	0	0	1	
46447	53	149	05212015	0000	0	996	0	
46448	6	1637	10092015	2019	0	996	0	
46449	55	246	07192015	1457	0	0	0	
46450	32	231	10122015	0309	0	191	351	
46451	40	381	07252015	0715	0	0	1	
46452	45	751	10212015	2313	0	258	95	
46453	12	1899	09272015	0257	0	180	0	
46454	20	276	11042015	0813	0	996	0	
46455	10	96	12212015	1743	0	995	95	
46456	4	109	02072015	2324	1	998	.	
46457	4	217	04042015	0151	0	139	1	
46458	21	662	12242015	1745	0	996	0	
46459	6	1237	07222015	1832	0	0	600	
46460	12	790	04112015	2330	0	996	0	
46461	6	1282	06282015	2120	0	0	0	
46462	39	949	12142015	1210	0	0	1	
46463	4	413	06192015	1559	0	0	605	
46464	26	341	06152015	0008	0	996	0	
46465	30	129	09192015	0410	1	0	997	
46466	48	928	05052015	1143	0	281	.	
46467	1	662	12052015	1810	0	174	1	
46468	22	564	11032015	0626	0	0	1	
46469	37	934	09222015	1850	0	996	0	
46470	40	276	07162015	0914	0	0	189	
46471	49	199	10152015	0821	1	0	605	
46472	6	2454	12022015	1820	0	996	0	
46473	8	373	09242015	1431	0	996	0	
46474	24	212	07082015	1918	1	180	177	
46475	37	412	05302015	0820	0	996	0	
46476	42	936	11182015	0120	0	996	0	
46477	51	242	05242015	1319	0	996	0	
46478	53	402	10092015	1120	0	0	1	
46479	6	2576	12062015	2306	0	996	0	
46480	12	2158	11122015	1103	0	996	0	
46481	21	113	03142015	1607	0	996	.	
46482	39	232	04172015	1240	0	996	321	
46483	42	150	03152015	0040	1	113	998	
46484	47	8	01092015	0741	0	0	167	
46485	36	450	07222015	2156	0	0	1	
46486	12	2277	11242015	0835	0	0	0	
46487	13	9	01042015	1328	0	0	1	
46488	48	184	01202015	1226	0	996	0	
46489	55	497	09282015	2020	0	0	1	
46490	12	7	01012015	1920	0	996	0	
46491	19	236	09272015	1249	0	996	0	
46492	29	526	09052015	2010	1	0	1	
46493	6	631	04032015	0207	0	.	.	
46494	6	1784	09022015	0232	0	.	.	
46495	48	891	04262015	0224	0	240	1	
46496	26	181	04252015	2359	0	232	1	
46497	1	33	01232015	2122	0	107	1	
46498	5	438	11212015	1844	0	32	0	
46499	39	139	03132015	1336	0	0	1	
46500	12	1345	07222015	0742	0	0	1	
46501	29	494	08212015	1519	0	0	0	
46502	39	368	06102015	0253	1	996	0	
46503	41	185	08212015	2312	0	996	0	
46504	47	809	09292015	1436	0	0	0	
46505	48	637	03272015	1917	0	996	0	
46506	49	203	10242015	1951	1	0	1	
46507	4	364	06072015	1304	0	996	.	
46508	13	203	03042015	2153	0	0	1	
46509	26	468	07252015	1832	0	0	0	
46510	48	2197	09272015	0500	0	20	495	
46511	55	102	04112015	0546	0	0	1	
46512	49	96	06122015	0005	0	230	1	
46513	12	535	04042015	1420	0	996	0	
46514	12	857	05082015	1648	0	996	0	
46515	6	128	01242015	0657	1	996	0	
46516	26	539	08252015	2212	1	270	997	
46517	48	1250	05242015	2128	1	.	997	
46518	27	321	11052015	1738	0	0	0	
46519	42	1046	12122015	0028	1	0	997	
46520	51	7	01062015	0742	0	0	1	
46521	26	105	03122015	1648	1	996	0	
46522	26	523	08192015	0655	0	0	605	
46523	37	483	06062015	1507	0	0	0	
46524	6	2406	02202015	1536	1	0	.	
46525	42	497	12112015	1834	0	140	0	
46526	12	1247	07032015	1908	0	995	95	
46527	39	890	11122015	2126	0	0	1	
46528	6	1492	08312015	0945	0	996	0	
46529	21	169	04252015	2200	1	90	1	
46530	32	248	12112015	1927	0	0	1	
46531	34	81	04062015	0958	0	996	0	
46532	40	526	10052015	1623	0	996	0	
46533	48	2631	11032015	1735	0	996	0	
46534	6	236	02132015	2146	0	0	1	
46535	34	110	03062015	2020	0	158	1	
46536	17	89	04092015	1210	0	0	167	
46537	32	210	09052015	1818	1	0	600	
46538	39	377	05232015	2242	0	0	997	
46539	40	474	11052015	1853	0	0	0	
46540	8	362	09162015	1720	0	996	0	
46541	12	2068	10252015	0137	0	995	95	
46542	13	382	04202015	0443	0	0	155	
46543	13	762	08082015	1520	1	997	997	
46544	21	45	01242015	1843	0	996	300	
46545	29	275	05122015	0703	0	0	1	
46546	6	5	01022015	0129	0	.	.	
46547	4	178	03302015	1655	0	206	1	
46548	6	1693	10222015	0623	0	996	0	
46549	45	777	11132015	0136	1	.	.	
46550	51	684	12292015	1256	0	996	0	
46551	6	2304	12102015	1715	0	0	401	
46552	32	152	08062015	0300	0	0	1	
46553	47	386	06282015	0813	0	0	387	
46554	6	2485	11192015	1740	0	996	0	
46555	8	259	07212015	1751	0	996	0	
46556	39	596	08192015	0555	0	996	0	
46557	40	202	06152015	0113	0	0	417	
46558	9	16	03312015	0502	1	996	0	
46559	12	26	01032015	2035	0	996	0	
46560	12	32	01062015	1730	0	200	1	
46561	13	1154	11172015	1458	0	996	0	
46562	17	66	02252015	1655	1	0	1	
46563	34	379	10112015	0703	0	69	600	
46564	36	701	09222015	1442	0	995	95	
46565	48	1994	08232015	2050	0	996	0	
46566	55	59	03062015	1348	0	0	348	
46567	6	208	02082015	0655	1	200	1	
46568	22	625	12172015	1823	0	996	0	
46569	40	250	06152015	1103	0	996	0	
46570	47	144	02202015	1133	0	0	1	
46571	25	230	08222015	1940	0	0	300	
46572	45	265	04222015	2222	0	140	95	
46573	47	848	12192015	0053	0	0	522	
46574	6	1013	05272015	1850	0	.	.	
46575	12	965	05222015	2334	0	996	0	
46576	55	424	11192015	1026	1	996	0	
46577	12	2763	10252015	0212	0	210	1	
46578	23	99	09152015	1303	0	996	0	
46579	42	508	07222015	0453	0	996	0	
46580	4	363	06062015	2014	0	298	1	
46581	5	353	09252015	0620	0	0	417	
46582	18	203	05022015	1133	0	0	1	
46583	37	389	05222015	1915	0	0	0	
46584	41	78	04032015	1451	0	0	0	
46585	5	153	05032015	2101	0	996	0	
46586	12	468	03222015	1745	0	996	0	
46587	22	513	10152015	1005	1	0	605	
46588	29	308	06032015	1210	0	996	695	
46589	36	320	06062015	1939	0	120	95	
46590	49	181	09042015	0447	0	0	1	
46591	2	37	08122015	0222	1	996	0	
46592	4	547	08072015	2201	0	996	0	
46593	6	2295	07052015	1605	0	.	.	
46594	42	139	03142015	0312	0	82	1	
46595	48	2698	11182015	1200	0	0	1	
46596	17	212	05022015	0135	0	51	1	
46597	48	2428	10122015	1050	0	0	600	
46598	13	339	04092015	0738	0	0	605	
46599	8	26	01232015	2119	0	233	407	
46600	6	974	05032015	1705	1	0	997	
46601	9	115	09182015	1610	0	999	999	
46602	42	625	09192015	1109	0	0	998	
46603	24	232	07212015	1655	0	995	0	
46604	48	1332	06172015	1652	1	996	0	
46605	5	298	08182015	1440	0	0	1	
46606	26	329	06102015	1700	0	996	0	
46607	23	5	01192015	1711	0	173	0	
46608	47	225	04262015	2119	0	996	0	
46609	6	1054	05252015	1320	0	0	157	
46610	12	1431	05162015	1646	1	245	95	
46611	48	1979	08302015	0035	0	996	0	
46612	6	2667	11142015	1955	0	.	.	
46613	6	919	04252015	0317	1	200	1	
46614	36	288	05072015	1437	0	0	603	
46615	46	108	12012015	0610	1	0	997	
46616	12	1664	06242015	2142	0	996	0	
46617	22	153	04032015	1842	0	996	0	
46618	41	1	01012015	0655	0	0	189	
46619	48	624	03202015	0000	0	996	603	
46620	48	1274	06082015	2219	0	996	0	
46621	53	2	01022015	1215	0	996	0	
46622	6	2657	10112015	0135	0	996	0	
46623	22	257	03202015	2334	0	70	321	
46624	39	573	08152015	1423	0	996	0	
46625	45	810	04282015	1753	0	996	0	
46626	45	881	12192015	2023	1	997	95	
46627	48	2781	11232015	2308	0	0	417	
46628	12	2370	12062015	1900	0	996	0	
46629	17	579	09022015	1537	0	0	1	
46630	21	451	09142015	1329	0	0	189	
46631	28	306	07252015	1334	1	148	407	
46632	40	489	09192015	1950	1	996	0	
46633	48	1920	08142015	1645	0	996	0	
46634	51	32	02022015	1435	0	0	1	
46635	48	1228	06072015	0240	0	24	1	
46636	24	428	12172015	0722	0	995	95	
46637	41	39	02202015	1807	1	0	0	
46638	45	820	11062015	0638	0	996	0	
46639	6	223	02042015	1901	0	0	1	
46640	36	253	05092015	1445	0	996	0	
46641	41	313	11232015	1709	0	0	0	
46642	48	2556	09092015	0442	0	.	.	
46643	4	191	03282015	0417	0	996	0	
46644	6	697	04262015	1840	0	0	1	
46645	8	33	01312015	0158	1	118	407	
46646	37	70	01302015	0553	0	0	0	
46647	42	193	04032015	0636	0	996	0	
46648	17	48	02052015	0606	0	0	1	
46649	5	247	07172015	0644	0	996	0	
46650	6	109	01232015	0424	0	996	0	
46651	22	139	03262015	2343	1	0	0	
46652	25	68	05142015	9999	0	996	0	
46653	36	109	01152015	0901	1	996	0	
46654	5	67	02222015	1926	0	996	0	
46655	13	237	03132015	1601	0	0	1	
46656	17	882	12242015	2150	1	997	997	
46657	18	439	07262015	1639	0	996	0	
46658	20	46	02282015	1325	1	996	0	
46659	42	117	02282015	0839	0	997	997	
46660	42	262	05242015	2036	1	0	1	
46661	12	2789	08272015	0705	0	0	0	
46662	36	166	01172015	1913	0	996	0	
46663	39	931	11232015	1920	0	996	0	
46664	1	377	05222015	0630	0	996	0	
46665	36	273	04112015	0413	1	180	605	
46666	6	1163	07172015	2313	0	996	0	
46667	53	38	01152015	0704	0	996	0	
46668	2	34	07252015	2126	0	996	0	
46669	12	2765	03222015	0309	0	130	1	
46670	39	229	04292015	1439	0	0	155	
46671	53	233	07152015	0152	1	43	1	
46672	26	572	08082015	2120	1	996	0	
46673	54	162	08192015	1540	0	996	0	
46674	55	104	04122015	0123	1	111	0	
46675	6	316	02222015	1902	0	996	0	
46676	12	2186	11202015	0130	0	240	0	
46677	22	699	08222015	1500	1	996	0	
46678	41	220	08062015	1420	1	0	401	
46679	48	1019	05152015	1800	1	996	0	
46680	48	2693	11102015	1235	0	0	417	
46681	4	777	12242015	2337	0	156	0	
46682	13	673	07112015	2220	0	996	0	
46683	34	462	11092015	1842	0	996	.	
46684	40	156	05242015	1814	0	0	0	
46685	6	74	01132015	1833	0	0	1	
46686	22	14	01012015	1655	1	996	0	
46687	27	98	05012015	1255	0	996	0	
46688	38	48	06172015	2020	0	0	1	
46689	55	179	05302015	2300	1	996	0	
46690	6	2016	08142015	1732	0	0	1	
46691	55	412	10072015	0215	1	996	0	
46692	12	942	05212015	1930	0	996	0	
46693	30	61	06142015	0031	1	996	0	
46694	27	289	10102015	0942	0	996	401	
46695	29	680	11142015	1630	1	328	0	
46696	39	1057	11022015	1209	0	0	0	
46697	12	2240	11172015	0405	0	996	0	
46698	13	1181	11262015	1439	1	996	0	
46699	47	623	09172015	1832	0	0	996	
46700	2	2	01092015	2001	0	258	1	
46701	26	503	08072015	1423	0	996	0	
46702	34	281	02032015	2030	1	0	1	
46703	6	358	02252015	0559	0	0	1	
46704	32	41	03222015	1200	0	996	0	
46705	48	1974	08282015	2155	1	996	0	
46706	22	423	08142015	0225	1	996	0	
46707	28	575	01062015	0300	0	996	0	
46708	48	934	05072015	0914	0	0	695	
46709	48	3037	12292015	1910	0	996	0	
46710	29	445	06152015	0918	0	996	0	
46711	50	18	07062015	1138	0	0	1	
46712	51	231	05142015	0620	0	0	1	
46713	45	244	04272015	0730	0	.	.	
46714	6	325	02222015	2000	1	996	0	
46715	6	735	05022015	0734	0	150	1	
46716	25	216	12302015	1706	0	0	407	
46717	4	430	07072015	0318	1	996	0	
46718	26	412	07262015	2216	0	996	0	
46719	4	783	12222015	1520	1	0	695	
46720	8	94	03252015	1230	0	996	0	
46721	12	1681	08312015	1523	0	995	95	
46722	17	735	10062015	2255	1	997	997	
46723	37	1067	10112015	2154	0	996	0	
46724	42	288	05112015	1501	0	0	1	
46725	48	2055	09052015	0114	0	996	0	
46726	5	132	04182015	1137	0	996	0	
46727	29	590	10122015	1309	0	0	0	
46728	36	353	05132015	1334	0	996	0	
46729	6	1099	05172015	1418	1	996	0	
46730	6	1385	08012015	1400	0	0	128	
46731	9	105	09042015	2356	0	154	600	
46732	10	63	06132015	1841	0	126	95	
46733	17	944	12182015	0546	1	997	95	
46734	18	590	10092015	0634	0	0	304	
46735	42	157	03172015	1229	1	0	600	
46736	47	321	06042015	1620	0	0	1	
46737	13	557	06092015	0817	0	996	0	
46738	23	14	03092015	1015	0	0	0	
46739	48	2717	11192015	0400	0	996	0	
46740	51	156	04152015	1515	0	996	0	
46741	51	180	05022015	0936	0	0	300	
46742	29	612	09222015	2314	0	0	0	
46743	16	83	06272015	2325	0	350	0	
46744	36	534	08122015	0045	0	0	600	
46745	45	294	05162015	1520	0	996	0	
46746	21	98	03022015	1920	0	0	1	
46747	41	294	10222015	0950	1	996	0	
46748	48	2579	10292015	2122	0	233	.	
46749	55	226	06182015	2329	1	996	0	
46750	32	232	10052015	2103	0	159	1	
46751	17	774	11112015	1853	0	73	996	
46752	4	628	10082015	0948	0	0	.	
46753	26	177	04112015	0205	1	180	605	
46754	28	530	12012015	2030	0	996	0	
46755	29	42	01202015	0817	1	104	600	
46756	42	989	10122015	0902	0	0	997	
46757	48	2452	10222015	1854	0	996	0	
46758	51	467	09192015	0828	1	0	605	
46759	29	463	05192015	2222	0	996	0	
46760	41	251	06192015	1829	1	231	0	
46761	48	1572	07112015	1333	0	996	0	
46762	53	498	12172015	2200	0	996	0	
46763	20	108	05262015	2206	1	996	0	
46764	40	441	10292015	0229	0	200	0	
46765	42	221	04142015	1358	1	996	0	
46766	48	1565	07082015	0615	0	996	0	
46767	36	654	09122015	0049	0	390	1	
46768	29	640	10292015	0620	1	0	997	
46769	37	1273	08122015	1642	0	400	0	
46770	42	19	01102015	0900	1	0	304	
46771	18	186	04252015	1619	0	0	1	
46772	37	29	01132015	1645	1	0	0	
46773	48	2911	12052015	2129	1	996	0	
46774	49	27	03072015	1030	0	0	1	
46775	55	517	12222015	1200	0	996	0	
46776	28	344	08212015	0000	0	996	0	
46777	40	168	05162015	2310	0	270	0	
46778	53	191	06012015	1057	0	996	0	
46779	54	41	03252015	2350	0	200	1	
46780	22	354	07262015	9999	0	130	.	
46781	18	689	11102015	1809	0	996	0	
46782	39	6	01032015	1320	1	0	1	
46783	6	753	04162015	1744	0	996	0	
46784	6	802	05132015	2320	0	0	1	
46785	39	415	06182015	1738	0	0	0	
46786	6	908	05042015	2055	0	996	0	
