Obs.	statenum	casenum	accdate	acctime	speeding	alcres	drugres1	
13712	45	535	08132015	1250	0	996	0	
13713	45	729	08232015	1250	0	996	0	
13714	6	1830	10282015	1325	1	996	0	
13715	6	2806	12282015	0501	0	996	0	
13716	25	72	01302015	2200	0	995	95	
13717	36	271	05212015	1132	0	995	95	
13718	48	2388	10122015	0739	0	996	0	
13719	48	2896	12032015	1703	0	996	0	
13720	6	2348	11102015	0119	0	996	0	
13721	12	2773	12312015	1425	0	995	95	
13722	36	72	01102015	0740	0	996	0	
13723	42	47	01082015	0521	1	0	1	
13724	55	177	05222015	1620	0	996	0	
13725	8	2	01032015	1441	1	0	1	
13726	12	1103	06152015	1051	0	996	0	
13727	39	7	01082015	1526	0	0	402	
13728	45	781	11172015	1740	0	0	1	
13729	6	1969	08182015	0650	1	996	0	
13730	29	65	02102015	0908	0	0	0	
13731	41	255	07182015	0227	1	242	0	
13732	40	174	05032015	0048	0	230	1	
13733	40	430	09302015	2346	0	0	1	
13734	6	914	04292015	1721	0	288	1	
13735	6	1791	10252015	1312	0	996	0	
13736	17	730	09072015	1848	0	0	1	
13737	12	1391	02102015	1708	0	996	0	
13738	24	155	05272015	0956	0	0	522	
13739	36	40	01192015	1734	0	996	0	
13740	48	1747	07252015	1630	1	996	0	
13741	12	2116	10232015	1605	0	996	0	
13742	18	632	10262015	2100	0	0	.	
13743	30	192	12102015	1703	0	0	1	
13744	45	709	10272015	1015	1	75	1	
13745	2	45	10042015	1825	0	216	1	
13746	9	244	12132015	0035	0	996	0	
13747	12	872	05142015	1330	0	0	0	
13748	9	132	10102015	1856	0	0	1	
13749	24	50	03072015	0120	0	400	1	
13750	6	2078	11032015	0517	1	.	.	
13751	26	495	08082015	1407	0	0	0	
13752	36	575	08202015	1922	0	0	95	
13753	42	435	06122015	0719	1	996	0	
13754	48	388	01312015	1616	1	996	0	
13755	48	2705	11132015	1912	1	.	.	
13756	55	412	10072015	0215	1	0	996	
13757	36	321	06062015	1939	0	0	95	
13758	42	48	01162015	2140	1	996	0	
13759	42	600	07122015	1300	0	996	0	
13760	8	398	10052015	0533	0	996	0	
13761	53	46	02142015	2044	0	0	395	
13762	37	985	10112015	0609	1	170	0	
13763	48	2028	09012015	1037	0	996	0	
13764	29	710	11232015	1924	0	0	997	
13765	36	454	05312015	0350	1	995	95	
13766	41	38	02202015	0930	0	0	0	
13767	48	2834	11302015	2058	0	996	0	
13768	26	808	12032015	1819	0	996	997	
13769	34	343	09062015	1952	0	996	0	
13770	1	776	12212015	1645	0	0	1	
13771	6	2153	11212015	2210	1	.	.	
13772	12	2345	12052015	1735	0	995	95	
13773	21	415	08292015	1557	0	0	0	
13774	24	305	09042015	2050	1	120	1	
13775	29	513	08082015	2157	0	0	605	
13776	29	731	12032015	1931	0	254	1	
13777	51	192	03082015	1610	0	0	151	
13778	48	185	01212015	1440	1	0	1	
13779	6	298	02152015	2145	0	0	401	
13780	4	15	01142015	1559	1	10	1	
13781	5	142	04302015	0747	0	.	.	
13782	6	344	02272015	0459	0	996	0	
13783	39	907	09202015	0946	0	0	1	
13784	6	876	04272015	0946	0	0	0	
13785	30	168	11012015	0015	0	195	1	
13786	34	531	12172015	1556	0	996	0	
13787	42	578	12172015	1904	0	0	1	
13788	1	604	11192015	1712	0	996	0	
13789	12	992	05302015	1841	0	995	95	
13790	48	1606	07202015	0138	1	42	1	
13791	6	2800	10172015	0415	1	100	513	
13792	48	1839	08142015	0735	0	996	0	
13793	53	422	10292015	1844	0	0	1	
13794	6	2044	10292015	0115	0	996	0	
13795	27	67	04062015	1833	0	0	605	
13796	37	677	06202015	1808	0	.	0	
13797	38	36	05242015	0230	1	151	1	
13798	12	1700	09042015	1341	0	0	600	
13799	18	289	06072015	1017	0	996	0	
13800	6	650	01292015	2155	0	996	.	
13801	18	148	04042015	0444	0	.	.	
13802	18	255	05182015	0030	0	996	0	
13803	19	72	04302015	1030	0	0	1	
13804	31	59	04072015	0915	0	996	0	
13805	45	224	04192015	0500	1	213	1	
13806	47	68	02062015	0605	0	0	189	
13807	49	57	03012015	0132	0	0	177	
13808	55	481	09272015	0048	0	212	996	
13809	5	345	09172015	1710	0	0	304	
13810	21	177	04302015	1218	0	0	1	
13811	35	17	02032015	0145	0	19	605	
13812	48	2729	11012015	1821	0	996	0	
13813	6	2651	12122015	1400	0	996	0	
13814	21	413	08192015	2129	0	269	605	
13815	45	296	03162015	0752	0	996	0	
13816	55	251	07302015	0840	0	0	0	
13817	6	2364	02092015	1918	0	996	0	
13818	12	2399	10132015	0543	0	995	95	
13819	39	199	04142015	0750	0	0	605	
13820	4	710	10012015	1401	0	50	.	
13821	12	2793	05062015	1853	0	995	95	
13822	13	827	08272015	1442	0	0	304	
13823	17	698	10162015	0652	0	158	1	
13824	22	101	03042015	1114	1	0	997	
13825	12	789	04112015	2241	0	995	95	
13826	26	264	06012015	0925	0	996	0	
13827	37	734	08122015	2158	0	0	0	
13828	6	2521	10272015	1915	0	0	1	
13829	12	508	03252015	2057	0	996	0	
13830	8	299	08112015	0840	0	0	600	
13831	12	2137	11052015	1745	0	996	0	
13832	4	100	02192015	2039	0	0	401	
13833	6	2282	12202015	2014	0	996	0	
13834	40	89	03232015	0940	0	996	0	
13835	12	93	01192015	0233	0	60	1	
13836	48	2811	10132015	2259	0	999	999	
13837	12	1696	08072015	0752	0	996	0	
13838	51	53	02092015	2340	0	996	0	
13839	12	1583	08082015	1002	0	995	95	
13840	39	722	09182015	0105	1	996	0	
13841	53	397	10062015	0545	0	180	605	
13842	55	45	02232015	1557	0	0	1	
13843	12	64	01132015	2225	0	250	998	
13844	48	1581	07142015	2113	0	75	1	
13845	6	411	03112015	0430	1	160	1	
13846	22	450	09112015	2128	0	0	.	
13847	12	2634	11082015	2130	0	250	95	
13848	6	2457	12032015	0545	0	.	.	
13849	22	31	01132015	1838	0	996	0	
13850	34	143	05292015	0720	0	186	189	
13851	12	1565	07302015	1959	0	996	0	
13852	12	2535	12232015	1605	1	0	1	
13853	27	342	11232015	0515	0	996	0	
13854	29	304	05172015	2353	1	149	0	
13855	29	583	10072015	1900	1	0	1	
13856	34	101	04222015	2040	1	0	1	
13857	12	1252	07052015	1105	0	996	0	
13858	48	1871	08162015	2135	1	30	1	
13859	55	238	07132015	0912	0	0	1	
13860	6	113	01232015	1819	0	996	0	
13861	6	345	02262015	2030	0	0	0	
13862	6	2542	10302015	0155	1	997	.	
13863	10	73	07142015	1337	1	995	95	
13864	36	887	11222015	0121	1	996	0	
13865	40	342	07292015	1211	0	0	1	
13866	53	466	10302015	2356	1	45	177	
13867	12	1605	08242015	2128	0	995	95	
13868	35	238	11132015	0615	1	0	1	
13869	42	757	08302015	0025	1	999	999	
13870	53	1	01012015	0400	1	68	1	
13871	48	2727	10292015	1931	0	98	407	
13872	45	793	11212015	0700	1	.	.	
13873	48	1033	05172015	1120	1	0	605	
13874	48	3097	12302015	2335	0	0	1	
13875	12	2312	11192015	0645	0	996	0	
13876	48	607	03312015	0837	1	996	.	
13877	12	203	02102015	1950	0	60	1	
13878	22	414	08072015	0506	0	0	177	
13879	48	628	03222015	2220	1	996	0	
13880	42	110	01032015	0813	1	0	998	
13881	29	383	07102015	1655	0	0	0	
13882	26	513	08122015	1123	0	996	0	
13883	38	89	09132015	2150	0	239	996	
13884	49	182	09042015	1145	0	0	1	
13885	48	1789	08022015	0142	0	.	.	
13886	33	70	09282015	0234	1	211	603	
13887	51	574	10312015	0028	0	20	1	
13888	24	322	09112015	0257	1	996	0	
13889	51	89	03052015	1359	0	0	1	
13890	10	110	09262015	0529	0	996	0	
13891	26	185	03082015	0009	0	0	1	
13892	22	380	08032015	1404	0	0	402	
13893	6	916	04302015	1418	0	996	0	
13894	13	1304	12242015	1902	0	996	0	
13895	34	285	08292015	2148	0	172	1	
13896	6	288	02142015	2115	0	996	0	
13897	47	28	01212015	0005	0	40	1	
13898	48	2749	11112015	0747	0	0	1	
13899	53	414	10172015	1435	0	0	348	
13900	4	572	09102015	0956	1	0	605	
13901	22	419	08122015	1814	0	20	0	
13902	32	58	01172015	1733	0	996	0	
13903	37	623	07012015	1818	0	0	0	
13904	47	658	10012015	0653	0	996	0	
13905	24	28	01302015	1515	0	996	0	
13906	6	2027	10222015	1245	1	.	.	
13907	48	2203	09282015	2202	0	996	0	
13908	51	128	04012015	1050	1	101	1	
13909	12	1923	10142015	0653	0	996	0	
13910	27	275	09302015	1435	0	996	0	
13911	29	386	07112015	1100	0	996	1	
13912	42	272	03062015	2134	1	996	0	
13913	42	545	07282015	0735	0	996	0	
13914	49	214	10242015	0358	1	996	0	
13915	8	254	07192015	0010	0	208	0	
13916	31	27	02272015	1739	1	0	417	
13917	36	538	08152015	1354	0	0	1	
13918	6	1372	07262015	1120	1	996	0	
13919	12	1638	09012015	0150	0	996	0	
13920	13	1211	12042015	0907	0	996	0	
13921	18	213	05112015	1451	0	996	0	
13922	22	518	10062015	1726	1	0	.	
13923	41	203	07192015	1220	0	0	0	
13924	6	417	03112015	1915	0	0	0	
13925	6	679	04162015	2000	0	0	600	
13926	12	463	03132015	1600	0	0	1	
13927	36	983	11142015	2138	0	996	0	
13928	21	206	05112015	1302	0	996	0	
13929	12	1301	06152015	2125	0	999	999	
13930	31	124	08052015	1156	0	0	0	
13931	1	650	12122015	0140	0	996	0	
13932	4	402	06042015	1909	0	0	1	
13933	6	2516	09302015	2229	0	996	0	
13934	42	240	04182015	1326	1	996	0	
13935	48	2830	11272015	1315	0	996	0	
13936	29	116	03072015	0147	0	339	1	
13937	1	3	01012015	0125	0	996	0	
13938	21	38	01252015	1923	1	996	0	
13939	21	507	10092015	0815	0	0	605	
13940	12	37	01072015	2110	0	9	304	
13941	17	330	06102015	0030	1	0	1	
13942	6	1652	09272015	0933	0	.	.	
13943	13	1093	10132015	0154	0	0	402	
13944	48	2066	09062015	0700	0	229	0	
13945	42	3	01012015	0250	0	220	1	
13946	48	921	05032015	0310	0	.	.	
13947	48	2594	10292015	1815	0	996	0	
13948	22	133	03232015	0051	0	267	1	
13949	36	139	04012015	2338	0	995	95	
13950	48	2021	08202015	1234	0	996	0	
13951	48	2150	09022015	2055	0	0	1	
13952	1	177	04162015	2005	0	0	401	
13953	1	555	09302015	1912	0	996	0	
13954	6	2231	10142015	2140	0	.	.	
13955	22	114	03122015	0320	0	0	997	
13956	26	484	08052015	1238	0	0	304	
13957	39	899	10072015	1519	1	0	0	
13958	12	1058	06122015	2114	0	996	0	
13959	4	584	09262015	0907	1	996	0	
13960	6	1410	08302015	1608	1	.	.	
13961	12	1472	08082015	0527	0	996	0	
13962	42	708	08042015	1155	0	997	997	
13963	42	969	10092015	1120	0	997	0	
13964	36	534	08122015	0045	0	995	95	
13965	24	342	10092015	0434	0	0	1	
13966	48	1483	07032015	2309	1	254	.	
13967	48	2536	10232015	1758	0	0	1	
13968	6	881	04122015	1627	1	.	.	
13969	12	729	05082015	0130	0	996	0	
13970	12	1604	08192015	0730	0	0	1	
13971	48	971	05102015	0130	1	158	1	
13972	13	1021	10162015	0827	0	0	189	
13973	13	1313	12262015	2055	0	996	0	
13974	17	822	11142015	1742	1	996	95	
13975	26	153	01132015	0800	0	996	0	
13976	48	422	02272015	0945	1	996	0	
13977	51	160	04202015	1811	1	996	0	
13978	12	242	02222015	2045	0	996	0	
13979	39	677	09042015	1436	1	0	603	
13980	32	206	07312015	1926	0	0	600	
13981	50	1	01102015	1908	0	209	1	
13982	6	1065	06022015	2100	0	.	.	
13983	6	1138	07152015	1806	0	996	0	
13984	26	7	01022015	0015	0	996	0	
13985	37	775	08242015	1302	0	.	0	
13986	49	117	06302015	1858	0	0	1	
13987	5	34	02012015	1713	0	0	1	
13988	16	196	11052015	1726	1	996	0	
13989	22	160	04082015	2007	0	996	0	
13990	27	38	03042015	1538	0	995	95	
13991	51	669	10272015	1956	1	996	0	
13992	39	831	08012015	1343	0	996	0	
13993	4	510	08112015	1026	0	996	0	
13994	19	270	12152015	1121	0	996	0	
13995	31	51	03292015	9999	0	319	0	
13996	13	1014	10142015	1335	0	996	0	
13997	20	258	10302015	1705	0	0	1	
13998	42	419	06152015	2225	0	996	0	
13999	17	521	08172015	1536	0	999	999	
14000	4	476	07112015	9999	0	999	999	
14001	21	18	01112015	0720	1	996	0	
14002	18	9	01092015	0200	0	146	1	
14003	40	64	02272015	1445	1	0	600	
14004	13	86	01272015	1405	0	996	0	
14005	48	1413	06262015	0110	1	996	0	
14006	13	1302	12232015	1205	1	0	1	
14007	22	98	03012015	0300	0	210	1	
14008	35	28	02102015	1615	1	996	0	
14009	39	275	04152015	1140	0	996	0	
14010	13	559	06112015	1609	0	996	0	
14011	40	63	03072015	0700	0	0	0	
14012	45	471	07062015	0228	0	996	0	
14013	17	709	10112015	0011	0	229	1	
14014	12	1956	08142015	2218	1	0	1	
14015	45	44	01252015	1945	0	996	0	
14016	45	878	12192015	0645	1	0	1	
14017	9	48	03092015	1553	0	0	1	
14018	37	428	05082015	2331	0	996	0	
14019	39	510	07262015	0058	0	20	189	
14020	48	1855	08042015	0855	0	160	0	
14021	22	248	05252015	2350	0	173	0	
14022	6	129	01242015	2225	0	996	0	
14023	22	415	08072015	2347	0	110	1	
14024	31	151	09172015	9999	0	0	0	
14025	51	658	12172015	1457	0	996	0	
14026	51	244	04292015	2218	0	275	605	
14027	6	428	03052015	0850	1	996	0	
14028	22	535	10292015	1945	0	0	0	
14029	32	61	02032015	2051	1	996	0	
14030	42	834	09252015	2040	0	996	0	
14031	48	2826	11252015	1553	0	996	0	
14032	17	829	11192015	1631	1	996	0	
14033	19	153	08142015	0914	0	996	0	
14034	22	328	07112015	0800	0	0	.	
14035	6	214	02082015	1120	0	996	1	
14036	28	49	02142015	1632	0	996	0	
14037	29	18	01122015	1652	0	0	0	
14038	38	34	05172015	0609	1	273	1	
14039	41	152	06142015	1406	0	996	0	
14040	5	324	09022015	1422	0	0	1	
14041	45	282	05102015	0130	0	0	177	
14042	47	761	11142015	0135	0	0	1	
14043	37	2	01082015	0738	0	0	0	
14044	4	666	09262015	2115	1	996	0	
14045	21	210	05192015	1239	0	0	1	
14046	36	29	01162015	0848	1	995	95	
14047	36	1010	10252015	2257	0	995	95	
14048	55	493	10142015	1934	0	996	0	
14049	12	46	01112015	2323	0	996	0	
14050	37	557	06262015	1416	1	.	0	
14051	42	793	06112015	1741	0	997	997	
14052	5	206	06152015	1845	0	996	0	
14053	6	523	01092015	1753	0	.	.	
14054	6	2810	06092015	0615	1	0	.	
14055	29	735	12052015	1720	0	0	997	
14056	37	137	02012015	0111	0	160	0	
14057	6	1166	07242015	0505	1	996	0	
14058	42	192	04072015	1515	1	0	1	
14059	54	149	08192015	1615	0	0	1	
14060	13	918	09192015	2209	1	996	0	
14061	19	74	05032015	0005	0	996	0	
14062	37	331	04202015	1707	1	996	0	
14063	6	584	01192015	1918	0	996	0	
14064	13	1105	11032015	1740	1	996	0	
14065	8	238	06182015	0929	0	0	605	
14066	16	93	08102015	1730	0	996	0	
14067	23	116	11292015	1049	0	0	0	
14068	32	238	09112015	2157	0	0	600	
14069	6	1236	02012015	0240	0	996	0	
14070	6	2167	09232015	2001	0	330	1	
14071	26	94	01192015	2325	0	0	1	
14072	18	379	07202015	2125	0	.	.	
14073	19	53	04052015	2001	0	0	0	
14074	22	692	05232015	0212	1	995	95	
14075	30	141	09292015	1930	0	996	0	
14076	36	515	08092015	1109	0	0	1	
14077	53	102	04082015	2235	0	996	0	
14078	32	143	05112015	2129	0	0	348	
14079	13	227	03102015	1500	0	996	0	
14080	18	10	01052015	1125	0	0	1	
14081	48	1055	01102015	0221	1	140	1	
14082	24	324	11062015	2113	0	0	177	
14083	21	493	10022015	1452	0	996	0	
14084	48	777	04222015	0614	0	0	401	
14085	6	788	05202015	0419	0	0	124	
14086	8	265	07272015	0128	1	996	0	
14087	26	884	12052015	2258	1	0	605	
14088	36	530	08092015	1309	0	0	95	
14089	45	130	03072015	0239	1	169	1	
14090	12	531	04092015	0605	0	996	0	
14091	36	92	01282015	0833	0	0	1	
14092	48	2202	09272015	1700	0	996	0	
14093	54	189	10022015	0400	0	997	997	
14094	4	430	07072015	0318	1	58	605	
14095	6	2674	08132015	1011	0	.	.	
14096	24	313	08202015	1509	0	996	0	
14097	37	776	08272015	1640	0	996	0	
14098	45	610	09192015	1850	0	996	0	
14099	1	497	08252015	0520	0	0	1	
14100	1	641	11202015	2108	0	0	1	
14101	6	1366	06142015	0315	1	.	.	
14102	8	168	05122015	1735	0	996	0	
14103	18	238	05232015	2109	1	0	177	
14104	24	46	03062015	1345	0	996	0	
14105	47	472	08022015	1930	0	996	0	
14106	45	390	06272015	1930	0	0	1	
14107	24	285	08312015	1018	0	0	996	
14108	29	796	12192015	0332	1	996	0	
14109	39	433	06162015	0800	0	996	0	
14110	48	1543	07152015	1334	0	0	1	
14111	6	2098	11042015	1852	0	.	.	
14112	6	2186	06082015	1410	1	996	0	
14113	29	567	08232015	0408	1	11	304	
14114	6	229	02052015	0949	0	.	.	
14115	8	34	01092015	2030	0	996	0	
14116	37	403	05132015	0928	1	996	0	
14117	4	642	10192015	1852	1	0	.	
14118	6	1947	10132015	0311	0	.	.	
14119	6	1158	07032015	0315	1	.	.	
14120	12	838	05012015	1648	0	996	0	
14121	51	567	11122015	0225	0	996	0	
14122	48	3070	12222015	2227	0	.	.	
14123	6	2614	10182015	1855	1	996	0	
14124	13	919	09192015	2053	0	996	0	
14125	22	57	02122015	1454	0	0	1	
14126	28	161	04262015	0540	0	996	0	
14127	32	168	09182015	2059	0	0	1	
14128	51	230	05302015	1219	0	0	401	
14129	51	465	09182015	1540	0	996	0	
14130	55	337	11042015	0344	0	0	695	
14131	16	36	04192015	1231	0	996	0	
14132	17	72	02222015	0213	1	996	0	
14133	19	253	11292015	2058	0	996	0	
14134	28	259	06182015	0624	0	996	0	
14135	36	216	05022015	1534	1	78	402	
14136	17	692	10142015	1242	1	996	0	
14137	39	262	05162015	2055	0	200	996	
14138	40	528	11182015	1800	0	0	0	
14139	48	1886	08062015	0842	0	996	0	
14140	48	2105	09042015	2037	0	996	0	
14141	6	2236	07262015	1440	1	0	1	
14142	8	505	12162015	1447	0	0	996	
14143	13	1002	10112015	2016	0	996	0	
14144	24	263	09152015	1752	0	995	95	
14145	51	361	07242015	0020	0	0	155	
14146	22	248	05252015	2350	0	995	95	
14147	28	353	08232015	0628	1	0	401	
14148	37	725	08032015	1630	0	996	0	
14149	2	8	03272015	1038	0	996	0	
14150	39	544	01032015	1256	0	130	1	
14151	12	1056	06102015	1500	1	995	95	
14152	26	807	11042015	1918	0	996	0	
14153	45	585	09072015	1552	1	996	0	
14154	13	133	02092015	1926	0	996	0	
14155	18	607	10072015	2156	0	996	0	
14156	46	96	10302015	2130	0	996	0	
14157	55	355	09152015	1830	1	997	996	
14158	6	2337	10312015	1700	0	996	0	
14159	18	415	07272015	1620	0	996	0	
14160	22	539	10092015	0630	0	0	605	
14161	12	652	04282015	0900	0	996	0	
14162	12	1199	06202015	1055	0	996	0	
14163	48	1294	06142015	0322	1	180	495	
14164	6	2704	08082015	0446	0	0	407	
14165	12	570	04082015	2310	0	230	1	
14166	34	399	12282015	1952	0	0	1	
14167	9	42	08012015	0313	0	250	600	
14168	18	626	10252015	1145	1	0	605	
14169	29	625	10242015	1725	0	0	996	
14170	42	592	07042015	1353	0	999	997	
14171	48	836	04182015	0400	1	996	0	
14172	55	78	03162015	1933	0	0	600	
14173	22	315	07062015	2225	0	0	605	
14174	4	209	03142015	1730	1	996	0	
14175	24	217	07062015	1341	0	996	0	
14176	37	306	04202015	0349	0	998	0	
14177	24	413	11032015	1544	0	40	189	
14178	48	1216	06062015	0317	0	220	0	
14179	18	164	04182015	1131	0	996	0	
14180	4	288	05132015	2203	0	996	0	
14181	39	632	08092015	1612	0	0	189	
14182	45	186	04042015	1350	0	996	0	
14183	17	483	07252015	2334	1	997	997	
14184	31	172	10232015	9999	0	247	1	
14185	42	120	02022015	1053	1	0	1	
14186	21	472	09292015	0745	0	0	155	
14187	36	341	05022015	1910	1	995	95	
14188	47	153	03072015	0648	0	0	1	
14189	6	130	01252015	0015	1	.	.	
14190	34	5	01152015	0250	0	151	417	
14191	24	76	03282015	2039	0	0	1	
14192	12	808	05042015	0507	0	0	996	
14193	12	1266	07042015	1319	0	996	0	
14194	37	1110	11192015	1936	0	996	0	
14195	12	1519	08182015	0008	0	995	95	
14196	20	119	06072015	1300	0	996	0	
14197	38	51	06262015	2329	0	244	1	
14198	6	1649	07262015	0515	0	.	.	
14199	9	110	06032015	0423	1	148	407	
14200	13	866	09072015	2201	0	996	0	
14201	29	384	07102015	1900	1	996	321	
14202	6	1272	05092015	1349	0	996	0	
14203	8	465	11172015	1539	0	996	0	
14204	37	466	05312015	2235	1	240	0	
14205	39	237	05082015	1352	0	0	1	
14206	41	240	07172015	1457	0	0	996	
14207	36	318	05112015	1650	0	0	1	
14208	4	616	04222015	9999	0	996	0	
14209	37	599	07092015	1030	0	.	0	
14210	48	3116	12152015	1923	0	0	605	
14211	19	241	11132015	1554	0	996	0	
14212	48	725	04082015	1459	0	996	0	
14213	42	750	09052015	0652	0	996	0	
14214	4	210	04012015	0846	0	0	1	
14215	40	30	01242015	0145	0	260	0	
14216	47	323	06052015	0600	0	996	0	
14217	12	1240	04172015	2155	1	995	95	
14218	1	529	09102015	0515	0	0	407	
14219	5	277	08062015	0643	0	0	304	
14220	48	837	04182015	0603	0	.	605	
14221	1	464	08052015	1419	0	0	189	
14222	9	22	05142015	0624	1	202	401	
14223	12	358	03122015	2250	0	996	0	
14224	12	1518	08182015	0626	0	996	0	
14225	12	1770	09192015	0025	0	996	0	
14226	31	116	07262015	2205	0	175	695	
14227	39	244	05092015	0030	0	996	0	
14228	39	455	07052015	1448	0	996	605	
14229	42	140	03282015	2200	1	0	187	
14230	32	151	08032015	0758	0	0	1	
14231	6	1072	06082015	1845	0	0	0	
14232	9	132	10102015	1856	0	997	997	
14233	51	270	05212015	1012	0	0	1	
14234	13	40	01132015	2125	0	996	0	
14235	29	711	11242015	1154	0	0	0	
14236	32	210	09052015	1818	1	166	0	
14237	37	446	05122015	2031	0	996	0	
14238	4	411	06162015	2028	0	996	0	
14239	6	1509	08102015	0247	1	113	1	
14240	8	88	03252015	2000	0	996	0	
14241	24	383	11012015	1849	0	996	0	
14242	37	909	09012015	1907	1	996	0	
14243	40	344	08222015	2129	0	996	0	
14244	6	1741	09072015	0755	0	0	.	
14245	1	766	12252015	2000	0	996	0	
14246	4	586	09292015	0528	0	0	1	
14247	32	86	05072015	0753	0	996	0	
14248	39	1064	12162015	0740	0	0	0	
14249	48	2066	09062015	0700	0	996	0	
14250	51	606	11222015	0040	1	996	0	
14251	54	76	05062015	1427	0	120	605	
14252	24	430	12172015	0945	0	10	358	
14253	8	287	08022015	1537	0	2	1	
14254	13	1065	10272015	1921	1	996	0	
14255	21	406	08262015	1005	1	0	1	
14256	41	159	06222015	1918	0	0	155	
14257	45	696	10232015	1940	0	996	0	
14258	51	330	07142015	1820	0	996	0	
14259	24	56	03152015	1932	0	0	996	
14260	41	349	12112015	2011	1	996	0	
14261	6	982	05132015	0810	1	996	0	
14262	8	481	09012015	0156	0	127	1	
14263	45	289	05152015	1106	0	0	1	
14264	48	664	03292015	1814	0	260	1	
14265	48	2970	12122015	1440	1	996	0	
14266	47	465	08012015	2202	0	996	0	
14267	6	2474	12162015	1715	0	0	.	
14268	12	961	05122015	1257	0	0	1	
14269	26	578	09012015	1826	0	996	0	
14270	26	422	07172015	1226	0	996	0	
14271	27	34	03022015	1618	0	0	1	
14272	28	496	11102015	1734	0	996	0	
14273	36	587	07252015	0450	1	996	0	
14274	45	360	06132015	2310	0	996	0	
14275	47	710	10212015	9999	0	0	522	
14276	26	229	05212015	2215	0	154	0	
14277	47	692	10182015	0344	1	170	0	
14278	6	340	02272015	0545	1	0	0	
14279	6	459	03132015	2228	0	.	.	
14280	39	255	05122015	1156	0	0	605	
14281	48	1702	07162015	0947	0	996	0	
14282	13	822	08252015	0802	0	0	1	
14283	42	723	09062015	2036	0	997	997	
14284	42	583	12242015	0252	1	996	0	
14285	4	585	09262015	1859	0	996	695	
14286	6	1959	08262015	0945	1	996	0	
14287	12	2460	12072015	0130	0	70	352	
14288	24	427	12172015	2232	0	50	0	
14289	51	311	07062015	1350	0	996	0	
14290	1	325	06232015	1235	0	996	0	
14291	13	1124	11092015	1243	1	20	605	
14292	26	536	08242015	2107	0	0	0	
14293	19	91	05282015	2317	0	996	0	
14294	37	1106	11152015	1134	0	.	0	
14295	47	224	04212015	1819	0	0	1	
14296	13	111	02052015	0718	0	996	0	
14297	42	908	12202015	0500	0	997	997	
14298	8	35	01172015	1418	0	0	1	
14299	26	562	08122015	1311	0	0	1	
14300	33	90	11102015	1500	0	996	0	
14301	27	242	09062015	1432	0	996	0	
14302	29	285	06072015	2153	0	0	0	
14303	42	393	06212015	1500	1	0	1	
14304	44	38	12012015	1530	0	996	0	
14305	12	1465	08012015	2213	0	240	189	
14306	17	880	12252015	1600	1	996	0	
14307	18	298	06112015	1409	0	0	1	
14308	45	29	01132015	1015	0	996	0	
14309	36	717	10062015	1733	0	996	0	
14310	12	449	01192015	1115	0	0	1	
14311	12	2237	11162015	1354	0	996	0	
14312	18	448	07302015	1758	1	428	0	
14313	32	1	01012015	1812	1	996	0	
14314	54	181	09142015	1341	0	0	348	
14315	18	362	07052015	1119	0	996	0	
14316	12	590	04112015	2035	0	995	95	
14317	12	1918	10112015	1442	0	995	95	
14318	21	246	06042015	2211	0	996	0	
14319	22	619	12092015	1740	1	0	.	
14320	55	137	04182015	2200	0	353	177	
14321	13	1066	10272015	1058	0	996	178	
14322	38	9	02082015	0145	1	204	1	
14323	39	1020	12182015	0655	0	0	0	
14324	5	149	05022015	1635	0	.	.	
14325	5	268	08012015	1025	0	229	1	
14326	6	1662	09052015	2050	1	996	0	
14327	12	570	04082015	2310	0	996	0	
14328	26	78	03032015	1404	0	0	996	
14329	32	296	11112015	2035	1	74	1	
14330	37	1238	12062015	1313	0	.	0	
14331	48	732	04102015	0611	0	996	0	
14332	48	1573	07112015	2120	0	996	0	
14333	17	437	07212015	1050	0	997	997	
14334	20	63	03292015	1911	0	0	0	
14335	48	1818	08072015	1655	0	996	0	
14336	23	125	11132015	2253	0	171	0	
14337	1	432	08122015	1755	0	0	358	
14338	12	1539	07302015	1126	1	996	0	
14339	48	292	02052015	2115	1	97	1	
14340	18	522	09172015	1918	0	996	0	
14341	21	322	07102015	2313	0	996	0	
14342	42	556	03272015	2040	0	0	1	
14343	12	462	03112015	0956	0	995	95	
14344	17	958	09032015	1923	1	0	232	
14345	23	59	07262015	1352	1	171	0	
14346	29	624	10212015	1905	0	0	0	
14347	34	425	12152015	1642	0	0	1	
14348	17	162	02232015	1425	0	999	999	
14349	18	708	11242015	2143	0	0	998	
14350	37	522	06152015	1150	0	0	0	
14351	1	728	10032015	0152	0	83	605	
14352	42	295	05082015	1725	0	0	996	
14353	4	262	04162015	1956	0	996	0	
14354	6	2178	03042015	1004	1	996	0	
14355	12	159	01312015	0757	1	0	998	
14356	20	298	11272015	0957	0	.	0	
14357	27	272	09282015	1226	0	996	0	
14358	36	619	09032015	1330	0	995	95	
14359	48	3022	12212015	2033	0	996	0	
14360	1	757	11022015	2020	0	996	0	
14361	4	552	08152015	1845	1	996	0	
14362	38	94	10212015	1957	0	996	0	
14363	48	2866	11132015	2200	0	23	603	
14364	6	1537	06262015	1518	1	0	177	
14365	29	352	07052015	0255	0	0	0	
14366	12	1011	05312015	0536	1	996	0	
14367	12	1221	06292015	1305	1	995	95	
14368	29	307	05252015	1313	0	0	208	
14369	6	373	03072015	0219	1	.	.	
